CustomerID,FirstName,MiddleName,LastName,BirthDate,MaritalStatus,Gender,YearlyIncome,Children,ChildrenAtHome,Education
AW00015965,Jennifer,H,Watson,1966-12-16,S,F,150000.00,1,2,Partial College
AW00015966,Natalie,NULL,Foster,1961-02-11,M,F,60000.00,2,0,High School
AW00015967,Dakota,NULL,Diaz,1960-12-13,M,M,70000.00,4,3,High School
AW00015968,Edward,NULL,Gonzalez,1966-04-17,S,M,70000.00,4,3,High School
AW00015969,Sean,NULL,Murphy,1977-05-24,S,M,90000.00,2,1,High School
AW00015970,Samuel,S,Thompson,1965-09-02,S,M,80000.00,2,0,Partial High School
AW00015971,Ryan,C,Jenkins,1941-02-22,M,M,50000.00,2,0,Graduate Degree
AW00015972,Caitlin,NULL,Bailey,1941-03-31,M,F,70000.00,4,0,Graduate Degree
AW00015973,Christopher,NULL,Garcia,1942-05-23,M,M,60000.00,2,0,Graduate Degree
AW00015974,Marcus,C,Green,1965-12-10,M,M,80000.00,5,4,Partial College
AW00015975,Gabrielle,NULL,Collins,1971-09-21,S,F,90000.00,4,3,High School
AW00015976,Kristopher,NULL,Patel,1965-11-21,S,M,90000.00,4,3,High School
AW00015977,Julia,T,Harris,1965-09-12,M,F,90000.00,4,3,High School
AW00015978,Xavier,NULL,Walker,1966-05-18,M,M,90000.00,4,3,High School
AW00015979,Nicole,NULL,Cook,1965-12-12,M,F,90000.00,4,3,High School
AW00015980,Gabrielle,NULL,Morgan,1965-11-19,S,F,100000.00,3,2,Partial College
AW00015981,Gabriel,M,Powell,1965-09-11,S,M,100000.00,0,3,Partial College
AW00015982,Jose,NULL,Evans,1965-11-19,M,M,110000.00,5,3,Partial College
AW00015983,Alexis,L,Ross,1966-03-15,M,F,160000.00,1,3,Partial College
AW00015984,Nathan,D,Wright,1965-12-20,M,M,170000.00,1,1,Bachelors
AW00015985,Devin,NULL,Johnson,1965-12-16,M,M,170000.00,1,1,Bachelors
AW00015986,Dalton,C,Sanchez,1960-03-10,S,M,60000.00,2,0,Partial High School
AW00015987,Nicole,V,Kelly,1971-03-21,M,F,60000.00,2,0,Partial High School
AW00015988,Edward,A,Moore,1959-11-09,M,M,70000.00,3,1,High School
AW00015989,Savannah,NULL,Campbell,1965-11-15,M,F,70000.00,3,1,High School
AW00015990,Eduardo,E,Richardson,1964-05-21,S,M,70000.00,3,0,Graduate Degree
AW00015991,David,NULL,Taylor,1958-07-19,M,M,70000.00,3,0,Graduate Degree
AW00015992,Isabelle,L,Alexander,1958-10-20,S,F,70000.00,3,0,Graduate Degree
AW00015993,Spencer,NULL,Coleman,1958-11-19,M,M,60000.00,3,0,Graduate Degree
AW00015994,Olivia,R,Blue,1958-05-01,M,F,40000.00,3,0,Partial College
AW00015995,Kaitlyn,L,Johnson,1957-11-23,M,F,40000.00,3,0,Partial College
AW00015996,Emily,G,Barnes,1963-02-23,M,F,40000.00,3,0,Partial College
AW00015997,Melissa,R,Jenkins,1948-09-07,M,F,70000.00,4,0,Graduate Degree
AW00015998,Marissa,NULL,Flores,1942-11-06,M,F,70000.00,4,0,Graduate Degree
AW00015999,Maria,C,Hill,1943-01-20,M,F,70000.00,4,0,Graduate Degree
AW00016000,Gabrielle,H,Ramirez,1943-03-27,M,F,70000.00,4,0,Graduate Degree
AW00016001,Ricardo,J,Pal,1943-04-24,M,M,80000.00,4,0,Graduate Degree
AW00016002,Paige,NULL,Hayes,1942-08-10,M,F,110000.00,2,3,Graduate Degree
AW00016003,Carol,NULL,Robinson,1943-04-26,M,F,130000.00,2,3,Graduate Degree
AW00016004,Joe,NULL,Martinez,1944-05-18,M,M,90000.00,5,0,Bachelors
AW00016005,Jordan,J,Hill,1944-04-05,S,M,90000.00,5,0,Bachelors
AW00016006,Angelica,M,Henderson,1944-01-11,M,F,110000.00,2,4,Graduate Degree
AW00016007,Janelle,S,Gonzalez,1945-03-30,M,F,90000.00,5,0,Bachelors
AW00016008,Morgan,D,Allen,1945-01-12,M,F,110000.00,2,4,Graduate Degree
AW00016009,Matthew,L,Martinez,1945-03-14,S,M,170000.00,1,2,Graduate Degree
AW00016010,Nicole,NULL,Wood,1945-08-13,M,F,120000.00,2,4,Graduate Degree
AW00016011,Maria,NULL,Murphy,1946-03-06,M,F,130000.00,2,3,Bachelors
AW00016012,Grace,C,Cooper,1974-01-29,S,F,90000.00,4,4,Bachelors
AW00016013,Xavier,A,Williams,1974-01-18,S,M,90000.00,4,4,Partial College
AW00016014,Christopher,E,Wilson,1979-03-05,M,M,120000.00,2,1,Bachelors
AW00016015,Jessica,NULL,Cooper,1984-08-02,S,F,30000.00,0,0,Partial College
AW00016016,Bradley,L,She,1950-02-09,M,M,20000.00,4,0,High School
AW00016017,Jeremy,Y,Ramirez,1984-11-08,M,M,60000.00,0,0,Partial College
AW00016018,Emma,A,Henderson,1984-10-29,S,F,60000.00,0,0,Partial College
AW00016019,Amber,NULL,Hernandez,1984-08-01,S,F,60000.00,0,0,Partial College
AW00016020,Thomas,O,Diaz,1984-02-23,M,M,40000.00,0,0,High School
AW00016021,Shelby,NULL,Sanchez,1984-04-24,S,F,40000.00,0,0,Partial High School
AW00016022,Devin,S,Hernandez,1984-01-17,S,M,40000.00,0,0,Partial High School
AW00016023,Willie,T,Zhang,1953-01-13,S,M,10000.00,2,1,High School
AW00016024,Isaac,NULL,Hill,1984-02-14,M,M,40000.00,0,0,Partial College
AW00016025,Jorge,NULL,Sun,1950-09-04,M,M,10000.00,2,1,Partial High School
AW00016026,Byron,NULL,Jiménez,1952-01-07,M,M,30000.00,2,0,Partial College
AW00016027,Anne,NULL,Vazquez,1957-08-11,M,F,30000.00,2,0,Partial College
AW00016028,Cody,A,Cooper,1951-07-28,M,M,30000.00,2,0,Partial College
AW00016029,Abby,NULL,Patel,1952-05-07,M,F,30000.00,2,0,Partial College
AW00016030,Max,A,Martin,1952-11-17,M,M,20000.00,4,0,High School
AW00016031,Ian,A,Allen,1953-04-08,M,M,30000.00,2,0,Partial College
AW00016032,Colin,NULL,Chavez,1959-01-11,M,M,10000.00,2,1,Partial High School
AW00016033,Erica,E,Lin,1977-04-13,M,F,10000.00,0,0,Graduate Degree
AW00016034,Pamela,NULL,Suri,1968-06-09,M,F,10000.00,1,0,Graduate Degree
AW00016035,Sebastian,C,Morgan,1978-12-12,M,M,20000.00,1,0,Graduate Degree
AW00016036,Maria,NULL,Long,1967-06-02,M,F,10000.00,1,0,Bachelors
AW00016037,Melissa,NULL,Kelly,1966-11-05,M,F,10000.00,1,0,Bachelors
AW00016038,Roy,J,Sai,1978-01-02,M,M,10000.00,1,0,Bachelors
AW00016039,Steve,L,Yang,1966-11-03,M,M,10000.00,1,0,Bachelors
AW00016040,Casey,NULL,Gill,1979-04-02,M,M,20000.00,1,0,Graduate Degree
AW00016041,Pedro,C,Raman,1966-11-05,S,M,20000.00,1,0,Graduate Degree
AW00016042,Ian,A,Hall,1942-01-18,S,M,20000.00,1,0,Graduate Degree
AW00016043,Mathew,L,Romero,1980-03-05,S,M,10000.00,1,0,Bachelors
AW00016044,Connie,NULL,Rai,1964-03-08,M,F,10000.00,1,0,Bachelors
AW00016045,Evelyn,NULL,Sara,1969-06-30,M,F,20000.00,1,0,Graduate Degree
AW00016046,Robyn,NULL,Gomez,1969-08-16,S,F,20000.00,1,0,Graduate Degree
AW00016047,Taylor,H,Johnson,1968-07-05,M,F,10000.00,1,0,Partial College
AW00016048,Kelli,M,Yang,1979-05-04,S,F,10000.00,1,0,Partial College
AW00016049,Ashlee,A,Nara,1968-05-08,M,F,10000.00,1,0,Partial College
AW00016050,Reginald,H,Moreno,1962-09-08,M,M,10000.00,1,0,Partial College
AW00016051,Leonard,D,Xu,1973-03-14,M,M,20000.00,1,0,Bachelors
AW00016052,Danny,L,Gutierrez,1962-05-06,M,M,20000.00,1,0,Bachelors
AW00016053,Frederick,NULL,Perez,1967-06-15,M,M,20000.00,1,0,Bachelors
AW00016054,Hector,E,Ortega,1961-12-17,S,M,20000.00,1,0,Bachelors
AW00016055,Ryan,NULL,Lee,1961-06-17,M,M,10000.00,2,0,Partial College
AW00016056,Alison,NULL,Shan,1966-09-17,M,F,10000.00,2,0,Partial College
AW00016057,Michele,NULL,Gomez,1966-12-10,M,F,10000.00,2,0,Partial College
AW00016058,Margaret,G,Zhang,1965-05-31,M,F,10000.00,2,0,Partial College
AW00016059,Jésus,NULL,Carlson,1944-04-09,M,M,20000.00,1,0,Bachelors
AW00016060,Antonio,J,Griffin,1976-04-25,M,M,50000.00,1,1,Bachelors
AW00016061,Miguel,L,Butler,1981-07-02,M,M,50000.00,1,1,Bachelors
AW00016062,Katherine,C,Johnson,1981-06-05,M,F,50000.00,1,1,Bachelors
AW00016063,Francisco,M,Kapoor,1981-07-12,M,M,50000.00,1,1,Bachelors
AW00016064,Isabella,J,Griffin,1974-08-29,M,F,50000.00,1,1,Bachelors
AW00016065,Makayla,W,Torres,1975-01-18,S,F,50000.00,2,2,Bachelors
AW00016066,Alex,J,Ramirez,1980-07-19,M,M,50000.00,2,2,Bachelors
AW00016067,Maria,NULL,Butler,1980-04-16,S,F,50000.00,2,2,Bachelors
AW00016068,Jerry,M,Shen,1974-08-31,S,M,50000.00,2,2,Bachelors
AW00016069,Brianna,NULL,Hall,1975-03-04,S,F,50000.00,2,2,Bachelors
AW00016070,Sierra,J,Phillips,1975-06-21,S,F,60000.00,1,0,Graduate Degree
AW00016071,Taylor,NULL,Rodriguez,1976-07-09,M,F,60000.00,1,0,Graduate Degree
AW00016072,Caleb,S,Evans,1982-10-08,M,M,60000.00,1,0,Graduate Degree
AW00016073,Miranda,C,Bryant,1977-06-10,S,F,60000.00,1,0,Graduate Degree
AW00016074,Caleb,NULL,Roberts,1977-05-11,M,M,60000.00,1,0,Graduate Degree
AW00016075,Alexis,J,Johnson,1977-01-22,S,F,60000.00,1,0,Graduate Degree
AW00016076,Catherine,A,Rogers,1982-06-12,M,F,60000.00,1,0,Graduate Degree
AW00016077,Stephanie,W,Rogers,1982-05-28,M,F,70000.00,2,0,Graduate Degree
AW00016078,Nicole,C,James,1977-03-05,M,F,70000.00,3,0,Graduate Degree
AW00016079,Natalie,NULL,Carter,1977-03-06,M,F,80000.00,1,0,Graduate Degree
AW00016080,Oscar,A,Patterson,1974-01-29,S,M,40000.00,4,4,High School
AW00016081,Arturo,M,Cai,1973-09-18,M,M,70000.00,2,2,Bachelors
AW00016082,Autumn,NULL,Zeng,1979-05-19,S,F,70000.00,2,2,Bachelors
AW00016083,Mindy,A,Raje,1972-12-30,M,F,40000.00,5,5,High School
AW00016084,Allison,R,Wright,1973-05-16,S,F,40000.00,0,0,Bachelors
AW00016085,Trevor,K,Gonzales,1975-07-10,M,M,60000.00,1,0,Graduate Degree
AW00016086,Charles,W,Watson,1975-11-08,M,M,70000.00,4,0,Graduate Degree
AW00016087,Micah,NULL,Chen,1975-12-11,S,M,70000.00,4,0,Graduate Degree
AW00016088,Bryce,A,Sanders,1973-01-06,S,M,40000.00,0,0,Bachelors
AW00016089,Lucas,S,Brooks,1973-01-30,M,M,50000.00,2,2,Bachelors
AW00016090,Emma,N,White,1972-12-31,S,F,50000.00,2,2,Bachelors
AW00016091,Alyssa,K,Lewis,1983-10-19,S,F,50000.00,2,2,Bachelors
AW00016092,Jessica,NULL,Bryant,1971-07-02,M,F,60000.00,0,0,Graduate Degree
AW00016093,Kaitlyn,NULL,Morris,1971-08-30,S,F,60000.00,0,0,Graduate Degree
AW00016094,Kayla,NULL,Brown,1977-11-08,S,F,60000.00,0,0,Graduate Degree
AW00016095,Marcus,NULL,Garcia,1971-08-11,M,M,70000.00,4,0,Graduate Degree
AW00016096,Kenneth,NULL,She,1974-07-25,M,M,60000.00,2,0,Graduate Degree
AW00016097,Jessica,NULL,Stewart,1975-05-05,S,F,60000.00,2,0,Graduate Degree
AW00016098,Jasmine,A,Diaz,1975-03-06,M,F,70000.00,5,0,Graduate Degree
AW00016099,Julian,NULL,Jenkins,1980-08-05,M,M,70000.00,5,5,Graduate Degree
AW00016100,Jose,L,Johnson,1980-03-30,S,M,70000.00,5,5,Graduate Degree
AW00016101,Mary,R,Lopez,1975-03-19,M,F,80000.00,2,0,Graduate Degree
AW00016102,Marcus,M,Alexander,1971-02-11,S,M,40000.00,0,0,Bachelors
AW00016103,Haley,J,Hill,1982-04-06,S,F,80000.00,3,3,Bachelors
AW00016104,Jordan,NULL,Hernandez,1971-05-04,S,F,80000.00,3,3,Bachelors
AW00016105,Kristy,A,Diaz,1970-08-04,S,F,80000.00,3,3,Bachelors
AW00016106,Ian,M,Barnes,1970-09-18,M,M,60000.00,0,0,Graduate Degree
AW00016107,Jordan,R,Edwards,1980-10-14,S,F,50000.00,4,4,Bachelors
AW00016108,Bryce,E,Howard,1975-06-21,S,M,60000.00,4,2,Bachelors
AW00016109,Adam,K,Turner,1970-01-02,S,M,60000.00,4,2,Bachelors
AW00016110,Brandon,M,Long,1969-12-29,M,M,60000.00,4,2,Bachelors
AW00016111,Allison,NULL,Green,1980-02-02,S,F,70000.00,4,2,Bachelors
AW00016112,Frank,NULL,Munoz,1968-09-01,S,M,70000.00,4,2,Bachelors
AW00016113,Roger,NULL,Lal,1979-08-09,S,M,70000.00,4,2,Bachelors
AW00016114,Gavin,NULL,Ross,1968-09-10,M,M,70000.00,4,2,Bachelors
AW00016115,Jennifer,M,Diaz,1973-12-11,S,F,70000.00,0,0,Bachelors
AW00016116,Begoña,M,Hurtado,1973-12-04,S,M,70000.00,0,0,Bachelors
AW00016117,Brad,NULL,Lal,1968-05-01,M,M,40000.00,4,3,High School
AW00016118,James,A,Wright,1968-03-02,M,M,70000.00,1,0,Bachelors
AW00016119,Hailey,I,Watson,1967-03-12,M,F,40000.00,4,3,High School
AW00016120,Bryce,H,Ramirez,1977-10-08,M,M,40000.00,4,3,High School
AW00016121,Kaitlyn,NULL,Ross,1966-11-01,M,F,40000.00,4,2,High School
AW00016122,Jason,NULL,Phillips,1967-06-15,M,M,40000.00,4,2,High School
AW00016123,Natalie,NULL,Patterson,1967-01-05,M,F,40000.00,4,2,High School
AW00016124,Eduardo,S,Murphy,1967-05-03,M,M,40000.00,4,2,High School
AW00016125,Victoria,NULL,Watson,1966-09-03,M,F,60000.00,1,0,Partial College
AW00016126,Faith,NULL,Kelly,1967-01-14,M,F,60000.00,1,0,Partial College
AW00016127,Amanda,NULL,Edwards,1983-03-10,M,F,60000.00,1,0,Partial College
AW00016128,Destiny,NULL,Ward,1977-12-18,M,F,60000.00,1,0,Partial College
AW00016129,Jordyn,NULL,Russell,1966-04-10,S,F,40000.00,4,2,High School
AW00016130,Mike,NULL,Seamans,1971-12-21,S,F,40000.00,0,0,Bachelors
AW00016131,Albert,NULL,Romero,1965-11-11,S,M,40000.00,0,0,Bachelors
AW00016132,Sierra,NULL,Nelson,1971-11-30,M,F,60000.00,1,0,Partial College
AW00016133,Dylan,NULL,Simmons,1978-08-09,S,M,50000.00,0,0,Partial College
AW00016134,Roy,R,Hernandez,1972-12-03,S,M,50000.00,0,0,Partial College
AW00016135,Chelsea,C,Raman,1972-12-28,S,F,50000.00,0,0,Partial College
AW00016136,George,NULL,Srini,1972-12-01,S,M,50000.00,0,0,Partial College
AW00016137,Timothy,A,King,1972-09-11,S,M,50000.00,0,0,Partial College
AW00016138,David,H,Butler,1972-08-08,S,M,60000.00,0,0,Graduate Degree
AW00016139,Jacqueline,J,Alexander,1971-08-22,M,F,60000.00,1,0,Partial College
AW00016140,Seth,M,Harris,1971-04-01,M,M,60000.00,1,0,Partial College
AW00016141,Shelby,NULL,Ramirez,1966-05-01,M,F,60000.00,1,0,Partial College
AW00016142,Sophia,NULL,King,1964-07-10,S,F,60000.00,4,3,Bachelors
AW00016143,Sara,A,Evans,1964-09-15,M,F,60000.00,4,3,Bachelors
AW00016144,Patrick,NULL,Kelly,1970-11-30,M,M,70000.00,1,0,Graduate Degree
AW00016145,Sydney,NULL,Anderson,1965-04-23,S,F,70000.00,5,5,Graduate Degree
AW00016146,Jacquelyn,NULL,Saunders,1964-08-20,M,F,80000.00,1,0,Graduate Degree
AW00016147,Nathan,NULL,Griffin,1964-05-23,M,M,80000.00,1,0,Partial College
AW00016148,Karen,NULL,Walker,1963-09-23,M,F,80000.00,1,0,Partial College
AW00016149,Dalton,A,Perry,1963-08-29,S,M,60000.00,3,2,Bachelors
AW00016150,Nicole,NULL,Thompson,1974-08-09,M,F,60000.00,1,0,Bachelors
AW00016151,Chloe,NULL,Sanchez,1968-12-30,M,F,60000.00,1,0,Bachelors
AW00016152,Katherine,E,Evans,1969-11-12,M,F,70000.00,5,4,Graduate Degree
AW00016153,Eric,NULL,Jai,1963-10-09,M,M,70000.00,5,4,Graduate Degree
AW00016154,Jennifer,M,Scott,1964-06-04,M,F,70000.00,5,4,Bachelors
AW00016155,Joan,NULL,Jenkins,1974-10-08,M,F,80000.00,4,4,Graduate Degree
AW00016156,Javier,A,Hernandez,1975-03-11,M,M,90000.00,1,0,Graduate Degree
AW00016157,Cindy,NULL,Raman,1985-10-21,M,F,90000.00,1,0,Graduate Degree
AW00016158,Kathleen,J,Gomez,1975-01-18,M,F,100000.00,1,0,Graduate Degree
AW00016159,Mindy,NULL,Goldberg,1980-06-17,M,F,100000.00,1,0,Graduate Degree
AW00016160,Erika,NULL,Hernandez,1973-12-18,M,F,60000.00,2,2,Bachelors
AW00016161,Jodi,NULL,Deng,1974-02-21,M,F,60000.00,2,2,Bachelors
AW00016162,Mackenzie,E,Morgan,1974-03-26,S,F,70000.00,5,5,Bachelors
AW00016163,Willie,B,Chande,1973-06-13,S,M,60000.00,2,2,Bachelors
AW00016164,Amy,NULL,Liang,1978-01-29,S,F,60000.00,2,2,Bachelors
AW00016165,Jenny,NULL,Liu,1978-01-30,M,F,70000.00,5,5,Bachelors
AW00016166,April,C,Goel,1984-02-03,M,F,70000.00,5,5,Bachelors
AW00016167,Devin,J,Moore,1978-01-02,M,M,70000.00,5,5,Bachelors
AW00016168,Kathryn,NULL,Ashe,1973-03-07,M,F,70000.00,5,5,Bachelors
AW00016169,Dennis,NULL,Lin,1978-03-13,S,M,70000.00,5,5,Bachelors
AW00016170,Juan,NULL,Rubio,1972-03-07,S,M,80000.00,5,5,Graduate Degree
AW00016171,Bruce,W,Ruiz,1971-10-04,M,M,80000.00,5,5,Graduate Degree
AW00016172,Janelle,NULL,Perez,1983-04-06,S,F,80000.00,5,5,Bachelors
AW00016173,Cory,E,Rana,1981-07-02,M,M,60000.00,2,2,Bachelors
AW00016174,Melinda,NULL,Hernandez,1970-09-21,S,F,60000.00,3,3,Bachelors
AW00016175,Tony,M,Shan,1976-09-01,S,M,60000.00,3,3,Bachelors
AW00016176,Michele,A,Torres,1974-02-16,S,F,70000.00,0,0,Bachelors
AW00016177,Bethany,NULL,Nath,1979-09-07,S,F,70000.00,0,0,Bachelors
AW00016178,Alfredo,NULL,Carlson,1974-05-16,M,M,80000.00,5,5,Bachelors
AW00016179,Jamie,NULL,Zhao,1974-02-19,S,F,80000.00,5,5,Bachelors
AW00016180,Kyle,J,Perez,1976-08-18,S,M,70000.00,0,0,Bachelors
AW00016181,Daisy,A,Rubio,1970-12-21,S,F,70000.00,0,0,Bachelors
AW00016182,Louis,E,Sun,1969-10-19,M,M,60000.00,3,3,Bachelors
AW00016183,Tanya,NULL,Carlson,1975-11-01,S,F,60000.00,3,3,Bachelors
AW00016184,Christine,NULL,She,1969-12-04,M,F,60000.00,4,4,Bachelors
AW00016185,Grant,R,Raji,1975-12-10,S,M,60000.00,4,4,Bachelors
AW00016186,Bethany,J,Raji,1980-01-22,S,F,30000.00,0,0,Partial College
AW00016187,Louis,NULL,Hu,1986-02-14,S,M,20000.00,0,0,Partial High School
AW00016188,Teresa,M,Torres,1985-10-03,S,F,20000.00,0,0,Partial High School
AW00016189,Amanda,NULL,Hughes,1984-09-29,M,F,30000.00,0,0,Partial College
AW00016190,Lance,J,Alvarez,1984-07-07,S,M,30000.00,0,0,Partial College
AW00016191,Margaret,M,Zeng,1983-09-15,S,F,30000.00,0,0,High School
AW00016192,Marie,NULL,Lopez,1983-12-02,S,F,30000.00,0,0,High School
AW00016193,Victor,S,Rubio,1983-12-18,S,M,30000.00,0,0,High School
AW00016194,Katie,NULL,Deng,1979-03-16,S,F,30000.00,0,0,High School
AW00016195,Abby,NULL,Perez,1978-10-10,M,F,30000.00,0,0,High School
AW00016196,Kurt,NULL,Raheem,1979-04-20,M,M,40000.00,1,1,Bachelors
AW00016197,Heidi,M,Prasad,1983-08-16,S,F,20000.00,0,0,Partial High School
AW00016198,Arthur,NULL,Navarro,1978-04-12,S,M,30000.00,0,0,High School
AW00016199,Terrence,NULL,Xie,1978-02-15,S,M,40000.00,2,2,Partial College
AW00016200,Julia,M,Edwards,1976-10-15,S,F,10000.00,0,0,Partial High School
AW00016201,Ross,NULL,Martin,1977-03-05,S,M,20000.00,0,0,Partial High School
AW00016202,Kenneth,D,Jai,1976-10-18,S,M,30000.00,0,0,High School
AW00016203,Warren,N,Raje,1975-11-01,S,M,40000.00,2,2,Partial College
AW00016204,Terrence,J,Anand,1982-04-09,S,M,40000.00,2,2,Partial College
AW00016205,Melanie,NULL,Sanders,1982-03-28,S,F,40000.00,2,2,Partial College
AW00016206,Cindy,C,Lewis,1976-11-15,S,F,40000.00,2,2,Partial College
AW00016207,Jordan,C,Shan,1982-03-09,S,M,40000.00,2,2,Partial College
AW00016208,Ruth,NULL,Chandra,1977-01-17,S,F,40000.00,2,2,Partial College
AW00016209,Carolyn,C,Alvarez,1975-09-15,S,F,50000.00,0,0,Graduate Degree
AW00016210,Olivia,NULL,Cooper,1979-09-09,S,F,40000.00,3,3,Partial College
AW00016211,Jesse,NULL,Roberts,1980-05-22,S,M,40000.00,3,3,Partial College
AW00016212,Jacqueline,NULL,Rivera,1935-07-03,M,F,50000.00,1,0,Graduate Degree
AW00016213,Kaylee,M,Turner,1971-11-13,S,F,60000.00,0,0,Graduate Degree
AW00016214,Brett,L,Fernandez,1977-01-30,M,M,60000.00,0,0,Graduate Degree
AW00016215,Thomas,M,Turner,1971-11-09,M,M,60000.00,0,0,Graduate Degree
AW00016216,Charles,L,Mitchell,1983-03-23,S,M,60000.00,0,0,Graduate Degree
AW00016217,Amanda,C,Gonzales,1972-03-24,S,F,60000.00,0,0,Graduate Degree
AW00016218,Julia,NULL,Simmons,1964-09-30,M,F,30000.00,1,0,Bachelors
AW00016219,Angel,NULL,Sanders,1964-11-18,M,M,30000.00,1,0,Bachelors
AW00016220,Megan,NULL,Russell,1959-01-03,M,F,30000.00,1,0,Bachelors
AW00016221,Darren,A,Saunders,1964-05-10,M,M,30000.00,1,0,Bachelors
AW00016222,Brandon,S,Anderson,1959-06-17,M,M,30000.00,1,0,Bachelors
AW00016223,Carlos,B,Collins,1958-11-15,M,M,30000.00,1,0,Bachelors
AW00016224,Jacob,NULL,Martinez,1959-01-17,M,M,30000.00,1,0,Bachelors
AW00016225,Wyatt,J,Nelson,1970-04-07,M,M,30000.00,1,0,Bachelors
AW00016226,Maria,M,Blue,1958-11-20,M,F,30000.00,1,0,Partial College
AW00016227,Eric,NULL,Lopez,1959-12-16,M,M,30000.00,1,0,High School
AW00016228,Rafael,NULL,Zhu,1966-12-23,M,M,40000.00,1,0,Partial College
AW00016229,Wayne,G,Chande,1971-11-13,M,M,40000.00,1,0,Partial College
AW00016230,Craig,NULL,Blanco,1960-10-31,M,M,40000.00,1,0,Partial College
AW00016231,Dana,K,Martin,1961-05-08,M,F,40000.00,1,0,Partial College
AW00016232,Chase,A,Richardson,1961-04-04,M,M,40000.00,1,0,Partial College
AW00016233,Rebecca,NULL,King,1971-09-18,S,F,80000.00,5,0,Graduate Degree
AW00016234,Wyatt,NULL,Martin,1961-11-04,M,M,40000.00,1,0,Partial College
AW00016235,Sebastian,NULL,Morris,1967-02-13,M,M,40000.00,1,0,Partial College
AW00016236,Nicholas,L,Martinez,1967-12-13,M,M,40000.00,1,0,Partial College
AW00016237,Erin,NULL,James,1962-07-12,M,F,40000.00,1,0,Partial College
AW00016238,Ann,NULL,Arun,1963-06-01,M,F,40000.00,1,0,Partial College
AW00016239,Gabriel,A,Nelson,1963-05-31,M,M,40000.00,1,0,Partial College
AW00016240,Madeline,NULL,Green,1974-08-11,S,F,80000.00,4,0,Graduate Degree
AW00016241,Isabel,NULL,Butler,1975-04-03,S,F,80000.00,4,0,Graduate Degree
AW00016242,Megan,F,Garcia,1963-08-24,S,F,80000.00,4,0,Graduate Degree
AW00016243,Maria,NULL,James,1963-12-23,S,F,80000.00,4,0,Graduate Degree
AW00016244,Gregory,NULL,Kumar,1969-12-15,M,M,80000.00,4,0,Graduate Degree
AW00016245,Alexandra,NULL,Griffin,1969-09-21,S,F,80000.00,4,0,Graduate Degree
AW00016246,Lucas,B,Simmons,1964-05-25,S,M,80000.00,4,0,Graduate Degree
AW00016247,Anna,NULL,Brown,1964-10-30,S,F,60000.00,4,0,Graduate Degree
AW00016248,Alyssa,NULL,Ross,1964-08-27,S,F,60000.00,4,0,Graduate Degree
AW00016249,Jesse,NULL,Rivera,1970-12-01,M,M,60000.00,4,0,Graduate Degree
AW00016250,Brendan,NULL,Raje,1979-05-18,S,M,40000.00,0,0,Graduate Degree
AW00016251,Makayla,NULL,Howard,1978-03-08,S,F,10000.00,3,3,High School
AW00016252,Danny,NULL,Jiménez,1973-03-21,S,M,10000.00,3,3,Partial High School
AW00016253,Bethany,A,Lal,1973-03-02,S,F,20000.00,1,1,Partial College
AW00016254,Maria,K,Morris,1973-02-17,S,F,20000.00,1,1,Partial College
AW00016255,Taylor,E,Russell,1973-02-18,S,F,20000.00,1,1,Partial College
AW00016256,Richard,S,Collins,1973-01-13,M,M,20000.00,1,1,Partial College
AW00016257,Michele,E,Chandra,1978-10-14,M,F,20000.00,1,1,High School
AW00016258,Deanna,M,Malhotra,1973-05-02,S,F,30000.00,1,1,Bachelors
AW00016259,Ebony,C,Sai,1971-10-19,S,F,10000.00,4,4,Partial High School
AW00016260,Gina,NULL,Schmidt,1977-02-16,S,F,20000.00,1,1,High School
AW00016261,Diana,A,Navarro,1984-02-03,M,F,40000.00,0,0,Bachelors
AW00016262,Kathryn,M,Xie,1984-05-14,M,F,40000.00,0,0,Bachelors
AW00016263,Eduardo,NULL,Robinson,1972-12-08,M,M,40000.00,0,0,Bachelors
AW00016264,Jennifer,NULL,Howard,1933-10-20,M,F,10000.00,4,0,High School
AW00016265,Julie,NULL,Goel,1982-12-13,M,F,30000.00,1,1,Bachelors
AW00016266,Alisha,NULL,Yang,1971-10-16,M,F,30000.00,1,1,Bachelors
AW00016267,Edwin,NULL,Chen,1972-04-21,M,M,30000.00,1,1,Bachelors
AW00016268,Lindsey,NULL,Kumar,1972-05-19,M,F,30000.00,1,1,Bachelors
AW00016269,Tara,NULL,Nath,1971-08-25,M,F,30000.00,1,1,Bachelors
AW00016270,Jerome,NULL,Hernandez,1971-12-08,M,M,30000.00,1,1,Bachelors
AW00016271,Michele,K,Gutierrez,1970-12-11,S,F,20000.00,2,2,High School
AW00016272,Raul,D,Deng,1971-02-04,S,M,20000.00,2,2,High School
AW00016273,Marie,NULL,Martinez,1976-05-10,M,F,30000.00,1,1,Bachelors
AW00016274,Ross,E,Diaz,1969-09-13,M,M,10000.00,3,2,Partial High School
AW00016275,Deborah,R,McDonald,1969-06-30,M,F,20000.00,2,2,High School
AW00016276,Brandi,W,Carlson,1980-08-29,S,F,20000.00,3,3,High School
AW00016277,Christy,NULL,Luo,1970-03-28,M,F,30000.00,1,1,Bachelors
AW00016278,Angel,L,Turner,1969-12-21,M,M,30000.00,2,2,Partial College
